priref;rce_id;institution_name;institution_place;material_1;material_2;category;object_name;creator_name;creator_birth_date;creator_death_date;creator_digital_reference;cretor_gender;Production/0/creator/gender/text/1/_language;Production/0/creator/gender/text/1/__text;creator_pob;creator_pod;production_place;title;acquisition_source;acquisition_place;associated_subject
101158;rce_101158;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;boek;Blaeu, J.;1596-09-23;1673-12-28;;male;1;man;Amsterdam;Amsterdam;Amsterdam;Theatrum orbis terrarum sive novus atlas novus in quo tabula;Schotse Huizen coll. A. Oakes;VEERE;
101267;rce_101267;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;ebbenhout;mahoniehout;toegepaste kunst;kolomkast;onbekend;;;;unknown;1;onbekend;;;Nederland;-;Hoelen, mr. J.C.H.J.;EINDHOVEN;kussenkast
101332;rce_101332;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;aardewerk;;toegepaste kunst;tegelveld;onbekend;;;;unknown;1;onbekend;;;;-;Tijen, mej. Delphine van;;keramiek
101515;rce_101515;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;kopergravure;Clerck, N. de;1569;1623;;male;1;man;;;;Philippus de III, bij der gratien Gods Coninck van hispaigno;Oakes, Alma F.;Coolham (UK);prent
101520;rce_101520;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;kopergravure;Smit & Zonen, J.;;1860;;not applicable;1;niet van toepassing;;;;Einde van de slag;Oakes, Alma F.;Coolham (UK);prent
101572;rce_101572;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;fluweel;stoffeerdersnagels;toegepaste kunst;stoel;onbekend;;;;unknown;1;onbekend;;;Nederland;-;Verboven;Den Haag;meubel
101608;rce_101608;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;fluweel;;toegepaste kunst;stoel;onbekend;;;;unknown;1;onbekend;;;Nederland?;Stoel;Kunsthandel Van Iperen;Amsterdam;meubel
101621;rce_101621;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;brons;laken;toegepaste kunst;cilinderbureau;onbekend;;;;unknown;1;onbekend;;;Nederland;-;Rijksgebouwendienst;Amsterdam;bureau
102051;rce_102051;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;kopergravure;Clerck, N. de;1569;1623;;male;1;man;;;;Maria Stuaert Coninijnne van Scotlant Douagier van Vrancrijc;Oakes, Alma F.;Coolham (UK);prent
102076;rce_102076;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;;;oude kunst;wapenschild;onbekend;;;;unknown;1;onbekend;;;Utrecht?;-;Ministerie van Binnenlandse Zaken;Den Haag;bouwbeeldhouwwerk
102463;rce_102463;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;;;toegepaste kunst;halbank;onbekend;;;;unknown;1;onbekend;;;Nederland;-;Ambtswoning Minister van Buitenlandse Zaken;Den Haag;bank
102627;rce_102627;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;grenenhout;spiegelglas;toegepaste kunst;spiegel;onbekend;;;;unknown;1;onbekend;;;Nederland;-;Ambtswoning Minister van Buitenlandse Zaken;Den Haag;
102838;rce_102838;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;zwart-wit foto;barietpapier;oude kunst;bromide;Morriën, J.H.;1819-02-08;1878-04-29;https://rkd.nl/explore/artists/57829;male;1;man;Rotterdam;Amsterdam;;-;Hoge Commissariaat Djakarta;Djakarta;
102891;rce_102891;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;bamboe;;toegepaste kunst;rafflesstoel;onbekend;;;;unknown;1;onbekend;;;Indonesië;-;Hoge Commissariaat Djakarta;Djakarta;meubel
103007;rce_103007;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;messing;;toegepaste kunst;maat;Polder, J.H.W. v.d.;;;;not applicable;1;niet van toepassing;;;DELFT;-;Nederlands IJkmuseum;Den Haag;
103012;rce_103012;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;messing;;toegepaste kunst;maat;Polder, J.H.W. v.d.;;;;not applicable;1;niet van toepassing;;;DELFT;-;Nederlands IJkmuseum;Den Haag;
103649;rce_103649;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;ets;Le Bas, J.P.;1707-07-08;1783-04-14;https://rkd.nl/explore/artists/48640;male;1;man;PARIJS;PARIJS;;L'île enchantée;Ambassade Parijs;Parijs[FR];prent
103653;rce_103653;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;ets;Marieschi, M.;1710;1743;https://rkd.nl/explore/artists/52622;male;1;man;Venetië;Venetië;;De Ponte Rialto, Venetië;Ambassade Parijs;Parijs[FR];prent
103654;rce_103654;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;ets;Neer, A. van der;1603;1677-11-09;https://rkd.nl/explore/artists/59047;male;1;man;Amsterdam;Amsterdam;;Riviergezicht bij maneschijn;Ambassade Parijs;Parijs[FR];prent
103810;rce_103810;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;spiegelglas;;toegepaste kunst;spiegel;onbekend;;;;unknown;1;onbekend;;;Nederland;-;Erven H.K.H. prinses Juliana der Nederlanden;Den Haag;meubel
103824;rce_103824;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;spiegelglas;;toegepaste kunst;spiegel;onbekend;;;;unknown;1;onbekend;;;Nederland;-;Erven H.K.H. prinses Juliana der Nederlanden;Den Haag;
103852;rce_103852;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;beukenhout;brons;toegepaste kunst;piëdestal;onbekend;;;;unknown;1;onbekend;;;;-;Slangenburg, kasteel De;;meubel
103863;rce_103863;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;notenhout;;toegepaste kunst;buffet;onbekend;;;;unknown;1;onbekend;;;Duitsland;-;Slangenburg, kasteel De;;buffet
103933;rce_103933;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;spiegelglas;;toegepaste kunst;penantspiegel;onbekend;;;;unknown;1;onbekend;;;Nederland;-;Paleis Huis ten Bosch;;interieuraccessoire
104026;rce_104026;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;pâte;spiegelglas;toegepaste kunst;spiegel;onbekend;;;;unknown;1;onbekend;;;Nederland;-;Paleizen Den Haag;Den Haag;
104039;rce_104039;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;brons;;toegepaste kunst;pendule;Nast Frères;;1835;;not applicable;1;niet van toepassing;;;Parijs[FR];-;Ministerie van Onderwijs, Kunsten en Wetenschappen;;interieuraccessoire
104130;rce_104130;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;aardewerk;;toegepaste kunst;tegeltableau;onbekend;;;;unknown;1;onbekend;;;;-;Rijksgebouwendienst;;keramiek
104197;rce_104197;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;mahoniehout;glas;toegepaste kunst;boekenkast;onbekend;;;;unknown;1;onbekend;;;;-;Gouvernementshuis Maastricht;MAASTRICHT;vitrinekast
104243;rce_104243;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;notenhout;satijnhout;toegepaste kunst;tafel;onbekend;;;;unknown;1;onbekend;;;Nederland;-;Oosten, Van;;tafel
104410;rce_104410;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;gravure;Pieneman, J.W.;1779-11-04;1853-04-08;https://rkd.nl/explore/artists/63369;male;1;man;ABCOUDE;Amsterdam;;Willem I (1772-1848), koning der Nederlanden;Ministerie van Justitie;Den Haag;prent
104412;rce_104412;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;litho;Last, C.C.L.;1808-12-11;1876-12-17;https://rkd.nl/explore/artists/48200;male;1;man;Amsterdam;Den Haag;;Willem II (1792-1849), koning der Nederlanden;Ministerie van Justitie;Den Haag;prent
104594;rce_104594;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;coromandelhout;trijp(velours d'Utrecht);toegepaste kunst;fauteuil;Berlage, H.P.;1856-02-21;12-08-34;https://rkd.nl/explore/artists/7383;male;1;man;Amsterdam;Den Haag;Nederland;-;Jachthuis Sint Hubertus;Hoenderloo;fauteuil
104822;rce_104822;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;coromandelhout;trijp(velours d'Utrecht);toegepaste kunst;bureaustoel;Berlage, H.P.;1856-02-21;12-08-34;https://rkd.nl/explore/artists/7383;male;1;man;Amsterdam;Den Haag;Nederland;-;Jachthuis Sint Hubertus;Hoenderloo;meubel
104836;rce_104836;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;coromandelhout;marmer;toegepaste kunst;commode;Berlage, H.P.;1856-02-21;12-08-34;https://rkd.nl/explore/artists/7383;male;1;man;Amsterdam;Den Haag;Nederland;-;Jachthuis Sint Hubertus;Hoenderloo;meubel
104873;rce_104873;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;bies;;toegepaste kunst;stoel;Berlage, H.P.;1856-02-21;12-08-34;https://rkd.nl/explore/artists/7383;male;1;man;Amsterdam;Den Haag;Nederland;-;Jachthuis Sint Hubertus;Hoenderloo;meubel
104875;rce_104875;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;marmer;coromandelhout;toegepaste kunst;kindertafel;Berlage, H.P.;1856-02-21;12-08-34;https://rkd.nl/explore/artists/7383;male;1;man;Amsterdam;Den Haag;Nederland;-;Jachthuis Sint Hubertus;Hoenderloo;meubel
104991;rce_104991;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;;;toegepaste kunst;tafel;Berlage, H.P.;1856-02-21;12-08-34;https://rkd.nl/explore/artists/7383;male;1;man;Amsterdam;Den Haag;Nederland;-;Jachthuis Sint Hubertus;Hoenderloo;tafel
105228;rce_105228;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;pâte;spiegelglas;toegepaste kunst;spiegel;onbekend;;;;unknown;1;onbekend;;;Nederland;-;Erven H.K.H. prinses Juliana der Nederlanden;Den Haag;
105287;rce_105287;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;without;ebbenhout;toegepaste kunst;boekenkast;onbekend;;;;unknown;1;onbekend;;;Frankrijk;-;Erven H.K.H. prinses Juliana der Nederlanden;Den Haag;meubel
105304;rce_105304;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;amboinahout;mahoniehout;toegepaste kunst;bonheur-du-jour;Hillebrand, J.A.;1786;1846;;male;1;man;Lotte;Leeuwarden (?);LEEUWARDEN;-;Erven H.K.H. prinses Juliana der Nederlanden;Den Haag;meubel
105310;rce_105310;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;palissanderhout;fluweel;toegepaste kunst;crinolinestoel;onbekend;;;;unknown;1;onbekend;;;Nederland;-;Erven H.K.H. prinses Juliana der Nederlanden;Den Haag;meubel
105324;rce_105324;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;messing;hout;toegepaste kunst;coupe;Königliche Porzellanmanufaktur;1751;1918;;not applicable;1;niet van toepassing;BERLIJN;;Berlijn[DE];-;Paleis Noordeinde;;schaal
105326;rce_105326;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;brons;;toegepaste kunst;jardinière;onbekend;;;;unknown;1;onbekend;;;Frankrijk;-;Erven H.K.H. prinses Juliana der Nederlanden;Den Haag;bak
105327;rce_105327;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;;;oude kunst;figuurplastiek;Carpeaux, J.B.;1827-05-11;1875-10-11;https://rkd.nl/explore/artists/15507;male;1;man;VALENCIENNES;Courbevoie;Auteuil[FR];Après la guerre;Erven H.K.H. prinses Juliana der Nederlanden;Den Haag;beeldhouwkunst
105328;rce_105328;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;;;oude kunst;borstbeeld;Dannecker, J.H. von;1758-10-15;1841-12-08;https://rkd.nl/explore/artists/19997;male;1;man;Stuttgart;Stuttgart;;-;Erven H.K.H. prinses Juliana der Nederlanden;Den Haag;beeldhouwkunst
105329;rce_105329;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;;;oude kunst;borstbeeld;Royer, L.;1793-08-01;1868-06-05;;male;1;man;Mechelen;Amsterdam;;-;Erven H.K.H. prinses Juliana der Nederlanden;Den Haag;beeldhouwkunst
105344;rce_105344;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;damast;zijde;toegepaste kunst;hemelbed;onbekend;;;;unknown;1;onbekend;;;Nederland? Frankrijk?;-;Erven H.K.H. prinses Juliana der Nederlanden;Den Haag;meubel
105345;rce_105345;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;brons;ijzer;toegepaste kunst;vaas;Sèvres, Manufacture Nationale de;1738;;;not applicable;1;niet van toepassing;Sèvres;;Sèvres[FR];-;Erven H.K.H. prinses Juliana der Nederlanden;Den Haag;vaas
105435;rce_105435;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;pâte;spiegelglas;toegepaste kunst;spiegel;onbekend;;;;unknown;1;onbekend;;;Nederland;-;Erven H.K.H. prinses Juliana der Nederlanden;Den Haag;
105442;rce_105442;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;ebbenhout;brons;toegepaste kunst;driedeurskast;onbekend;;;;unknown;1;onbekend;;;Noord-Italië;-;Erven H.K.H. prinses Juliana der Nederlanden;Den Haag;meubel
105463;rce_105463;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;coromandelhout;palissanderhout;toegepaste kunst;troonzetel;Breytspraak, C.;1795;1858;;male;1;man;Amsterdam;ARNHEM;Nederland;-;Erven H.K.H. prinses Juliana der Nederlanden;Den Haag;meubel
105479;rce_105479;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;glazuur;;toegepaste kunst;ijskoeler;Nast Frères;;1835;;not applicable;1;niet van toepassing;;;Frankrijk;-;Erven H.K.H. prinses Juliana der Nederlanden;Den Haag;
105480;rce_105480;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;;;toegepaste kunst;bak;onbekend;;;;unknown;1;onbekend;;;Bohemen[CS];-;Erven H.K.H. prinses Juliana der Nederlanden;Den Haag;
105486;rce_105486;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;glazuur;;toegepaste kunst;schaal;Dommer & Comp.;;1801;;not applicable;1;niet van toepassing;;Ouder-Amstel;Ouder-Amstel;-;Erven H.K.H. prinses Juliana der Nederlanden;Den Haag;
105490;rce_105490;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;glazuur;;toegepaste kunst;schaal;Dommer & Comp.;;1801;;not applicable;1;niet van toepassing;;Ouder-Amstel;Ouder-Amstel;-;Paleis op de Dam;Amsterdam;
105641;rce_105641;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;fluweel;;toegepaste kunst;stoel;onbekend;;;;unknown;1;onbekend;;;Nederland;-;Rijksgebouwendienst;MIDDELBURG;meubel
105803;rce_105803;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;;;moderne kunst;ketting;onbekend;;;;unknown;1;onbekend;;;;Eikenhouten rozenkrans;Inspectie Domeinen;Haarlem;
105907;rce_105907;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;aquarel;drukinkt;oude kunst;opticaprent;onbekend;;;;unknown;1;onbekend;;;;Gezicht op Nanking;onbekend;;werk op papier
105945;rce_105945;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;opticaprent;Probst, G.B.;1673;1748;;male;1;man;;;Duitsland;Romulus en Remus proberen een teken te zien in de vlucht der vogels;Bal, Willem H.;MIDDELBURG;prent
105947;rce_105947;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;opticaprent;Probst, G.B.;1673;1748;;male;1;man;;;Duitsland;Ontwerp voor stadsverlichting;Bal, Willem H.;MIDDELBURG;prent
105948;rce_105948;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;opticaprent;Probst, G.B.;1673;1748;;male;1;man;;;Duitsland;Dido koopt land voor de bouw van Carthago;Bal, Willem H.;MIDDELBURG;prent
105949;rce_105949;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;opticaprent;Probst, G.B.;1673;1748;;male;1;man;;;Duitsland;Het theater van Marcellus, Rome;Bal, Willem H.;MIDDELBURG;prent
105950;rce_105950;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;drukinkt;papier;oude kunst;gravure;Probst, G.B.;1673;1748;;male;1;man;;;;De Piazza Navona, Rome;Bal, Willem H.;MIDDELBURG;prent
105953;rce_105953;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;gravure;onbekend;;;;unknown;1;onbekend;;;;Interieur van een schermzaal;Bal, Willem H.;MIDDELBURG;prent
105958;rce_105958;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;opticaprent;Habermann, F.X.;1721;1796;https://rkd.nl/explore/artists/35048;male;1;man;Glatz;Augsburg;Duitsland;De hoofdstraat met een triomfboog, Canton;Bal, Willem H.;MIDDELBURG;werk op papier
105959;rce_105959;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;opticaprent;Habermann, F.X.;1721;1796;https://rkd.nl/explore/artists/35048;male;1;man;Glatz;Augsburg;Duitsland;Het keizerlijk hof, Peking;Bal, Willem H.;MIDDELBURG;werk op papier
105961;rce_105961;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;ets;Houbraken, J.;1698-12-25;1780-11-14;https://rkd.nl/explore/artists/39952;male;1;man;DORDRECHT;Amsterdam;Noordelijke Nederlanden;Willem I (1533-1584), prins van Oranje;Bal, Willem H.;MIDDELBURG;werk op papier
105962;rce_105962;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;ets;Honthorst, G. van;1590-11-04;1656-04-27;;male;1;man;UTRECHT;UTRECHT;Noordelijke Nederlanden;Willem II (1626-1650), prins van Oranje;Bal, Willem H.;MIDDELBURG;werk op papier
105963;rce_105963;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;ets;Schouman, A.;1710-03;1792-07-09;;male;1;man;DORDRECHT;Den Haag;Noordelijke Nederlanden;Willem III (1650-1702), prins van Oranje, koning van Engeland;Bal, Willem H.;MIDDELBURG;werk op papier
105964;rce_105964;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;ets;Werff, A. van der;1659-01-21;1722-11-12;https://rkd.nl/explore/artists/83661;male;1;man;Kralinger-Ambacht;Rotterdam;Noordelijke Nederlanden;Maurits (1567-1625), prins van Oranje;Bal, Willem H.;MIDDELBURG;werk op papier
105965;rce_105965;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;gravure;Schouman, A.;1710-03;1792-07-09;;male;1;man;DORDRECHT;Den Haag;Noordelijke Nederlanden;Willem IV (1711-1754), prins van Oranje;Bal, Willem H.;MIDDELBURG;werk op papier
105966;rce_105966;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;kopergravure;Picart, B.;1673-06-11;1733-05-08;https://rkd.nl/explore/artists/63267;male;1;man;PARIJS;Amsterdam;Noordelijke Nederlanden;Frederik Hendrik (1584-1647), prins van Oranje;Bal, Willem H.;MIDDELBURG;werk op papier
105968;rce_105968;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;opticaprent;Probst, G.B.;1673;1748;;male;1;man;;;Duitsland;Het stadspaleis van Innocentius, Rome;Bal, Willem H.;MIDDELBURG;prent
106065;rce_106065;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;opticaprent;Probst, G.B.;1673;1748;;male;1;man;;;Duitsland;Jozef kijkt op naar zijn broer Benjamin;onbekend;;prent
106066;rce_106066;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;opticaprent;Probst, G.B.;1673;1748;;male;1;man;;;Duitsland;De Midianieten verkopen Jozef aan Potifar;onbekend;;prent
106067;rce_106067;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;opticaprent;Probst, G.B.;1673;1748;;male;1;man;;;Duitsland;De broers van Jozef brengen diens bebloede kleed naar hun vader;onbekend;;prent
106070;rce_106070;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;opticaprent;Probst, G.B.;1673;1748;;male;1;man;;;Duitsland;Jozef vertelt zijn dromen aan zijn broers;onbekend;;prent
106071;rce_106071;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;opticaprent;Probst, G.B.;1673;1748;;male;1;man;;;Duitsland;De goedheid van Jozef jegens zijn broers;onbekend;;werk op papier
106073;rce_106073;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;opticaprent;Probst, G.B.;1673;1748;;male;1;man;;;Duitsland;Jozef door zijn broers in de put geworpen;onbekend;;prent
106075;rce_106075;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;opticaprent;Probst, G.B.;1673;1748;;male;1;man;;;Duitsland;God verdrijft Adam en Eva uit de Hof van Eden;onbekend;;werk op papier
106079;rce_106079;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;opticaprent;Probst, G.B.;1673;1748;;male;1;man;;;Duitsland;Jozef legt de dromen aan Farao uit;onbekend;;prent
106131;rce_106131;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;doek;;oude kunst;bovendeurstuk;onbekend;;;;unknown;1;onbekend;;;;Allegorie op de eenheid van vrede;Ministerie van Onderwijs en Wetenschappen;Den Haag;allegorie
106408;rce_106408;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;;;oude kunst;modello;Michelangelo;1475-03-06;1564-02-18;https://rkd.nl/explore/artists/55890;male;1;man;Caprese;ROME;;De Dageraad;Rijksakademie van beeldende kunsten;Amsterdam;beeldhouwkunst
106410;rce_106410;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;;;oude kunst;modello;Verhulst, R.;1624-01-15;;https://rkd.nl/explore/artists/80391;male;1;man;Mechelen;Den Haag;;Diana;Rijksakademie van beeldende kunsten;Amsterdam;beeldhouwkunst
106411;rce_106411;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;;;oude kunst;modello;Verhulst, R.;1624-01-15;;https://rkd.nl/explore/artists/80391;male;1;man;Mechelen;Den Haag;;Apollo;Rijksakademie van beeldende kunsten;Amsterdam;beeldhouwkunst
106530;rce_106530;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;ets;Piranesi, G.B.;1720-10-04;1778-11-09;https://rkd.nl/explore/artists/63659;male;1;man;Mogliano;ROME;;Veduta del sepolcro di Cajo Cestio;Rijksakademie van beeldende kunsten;Amsterdam;prent
106546;rce_106546;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;ets;Piranesi, G.B.;1720-10-04;1778-11-09;https://rkd.nl/explore/artists/63659;male;1;man;Mogliano;ROME;;Veduta degli avanzi superiori della Terme di Diocleziano;Rijksakademie van beeldende kunsten;Amsterdam;prent
106553;rce_106553;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;ets;Piranesi, G.B.;1720-10-04;1778-11-09;https://rkd.nl/explore/artists/63659;male;1;man;Mogliano;ROME;;Interno del Tempio Dio di Canopo nella Villa Adriana;Rijksakademie van beeldende kunsten;Amsterdam;prent
106557;rce_106557;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;papier;;oude kunst;ets;Piranesi, G.B.;1720-10-04;1778-11-09;https://rkd.nl/explore/artists/63659;male;1;man;Mogliano;ROME;;Rovine del siste, o sia della gran sala delle Terme Antoniane;Rijksakademie van beeldende kunsten;Amsterdam;prent
106901;rce_106901;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;palissanderhout;;toegepaste kunst;rankenkast;onbekend;;;;unknown;1;onbekend;;;Nederland;-;Kretschmar van Veen, jvr. Hermance A. van;Den Haag;kussenkast
106947;rce_106947;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;mahoniehout;brons;toegepaste kunst;tafel;onbekend;;;;unknown;1;onbekend;;;Noordelijke Nederlanden;Ronde tafel;Provinciaal Bestuur Limburg;MAASTRICHT;meubel
106950;rce_106950;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;bekledingsstof;;toegepaste kunst;armstoel;onbekend;;;;unknown;1;onbekend;;;Noordelijke Nederlanden;-;Provinciaal Bestuur Limburg;MAASTRICHT;meubel
106978;rce_106978;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;mahoniehout;brons;toegepaste kunst;boekenkast;onbekend;;;;unknown;1;onbekend;;;Noordelijke Nederlanden;-;Provinciaal Bestuur Limburg;MAASTRICHT;vitrinekast
107061;rce_107061;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;glas;;toegepaste kunst;lichtkroon;onbekend;;;;unknown;1;onbekend;;;Europa-Noord;-;Ambtswoning Commissaris der Koningin in Brabant;DEN BOSCH;lamp
107383;rce_107383;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;spiegelglas;;toegepaste kunst;spiegel;onbekend;;;;unknown;1;onbekend;;;Nederland? Frankrijk?;-;Ambtswoning Commissaris der Koningin in Brabant;VUGHT;
107438;rce_107438;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;ribfluweel;;toegepaste kunst;voetenbank;Berlage, H.P.;1856-02-21;12-08-34;https://rkd.nl/explore/artists/7383;male;1;man;Amsterdam;Den Haag;Nederland;-;Jachthuis Sint Hubertus;Hoenderloo;kruk
107440;rce_107440;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;coromandelhout;fluweel;toegepaste kunst;voetenbank;Berlage, H.P.;1856-02-21;12-08-34;https://rkd.nl/explore/artists/7383;male;1;man;Amsterdam;Den Haag;Nederland;-;Jachthuis Sint Hubertus;Hoenderloo;kruk
107466;rce_107466;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;;;toegepaste kunst;plantentafel;Berlage, H.P.;1856-02-21;12-08-34;https://rkd.nl/explore/artists/7383;male;1;man;Amsterdam;Den Haag;Nederland;-;Jachthuis Sint Hubertus;Hoenderloo;tafel
107610;rce_107610;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;;;oude kunst;hoogreliëf;Quellinus, A.;;1668-08-23;;male;1;man;ANTWERPEN;ANTWERPEN;;Het oordeel van Salomo;onbekend;;beeldhouwkunst
111273;rce_111273;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;pastelkrijt;papier;moderne kunst;schetsboek;Gestel, L.;1881-11-22;26-11-41;https://rkd.nl/explore/artists/31221;male;1;man;WOERDEN;Hilversum;;Amsterdam;Rijksacademie van Beeldende Kunsten (was legaat Gestel);Amsterdam;werk op papier
111853;rce_111853;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;trijp;;toegepaste kunst;stoel;Binnenhuis, 't;1899;1929;;not applicable;1;niet van toepassing;Amsterdam;Amsterdam;Amsterdam;-;Haagen-Sablerolle, Elisabeth M. van der;ARNHEM;ameublement
131095;rce_131095;Rijksdienst voor het Cultureel Erfgoed;AMERSFOORT;inkt;;oude kunst;prent;Witsen, W.A.;1860-08-13;23-04-23;https://rkd.nl/explore/artists/85165;male;1;man;Amsterdam;Amsterdam;Nederland;Montelbaanstoren I;Witsen-Schorr, mw. A.M.;Amsterdam;werk op papier
